1_ortho;4_cgram;5_genre
disjonctions;NOM;f
disjoncté;VER;m
disjonctée;VER;f
disjonctés;VER;m
diskette;NOM;f
dislocation;NOM;f
dislocations;NOM;f
disloqua;VER;
disloquai;VER;
disloquaient;VER;
disloquait;VER;
disloquant;VER;
disloque;VER;
disloquent;VER;
disloquer;VER;
disloquerai;VER;
disloqueront;VER;
disloquât;VER;
disloquèrent;VER;
disloqué;VER;m
disloqué;ADJ;m
disloquée;VER;f
disloquée;ADJ;f
disloquées;VER;f
disloquées;ADJ;f
disloqués;VER;m
disloqués;ADJ;m
disons;VER;
disparais;VER;
disparaissaient;VER;
disparaissais;VER;
disparaissait;VER;
disparaissant;ADJ;m
disparaissant;VER;
disparaissante;ADJ;f
disparaisse;VER;
disparaissent;VER;
disparaisses;VER;
disparaissez;VER;
disparaissiez;VER;
disparaissions;VER;
disparaissons;VER;
disparate;ADJ;
disparate;NOM;
disparates;ADJ;
disparates;NOM;
disparaît;VER;
disparaîtra;VER;
disparaîtrai;VER;
disparaîtraient;VER;
disparaîtrais;VER;
disparaîtrait;VER;
disparaîtras;VER;
disparaître;VER;
disparaîtrez;VER;
disparaîtrions;VER;
disparaîtrons;VER;
disparaîtront;VER;
disparition;NOM;f
disparitions;NOM;f
disparité;NOM;f
disparu;VER;m
disparu;ADJ;m
disparu;NOM;m
disparue;VER;f
disparue;ADJ;f
disparue;NOM;f
disparues;VER;f
disparues;ADJ;f
disparues;NOM;f
disparurent;VER;
disparus;VER;m
disparus;ADJ;m
disparus;NOM;m
disparut;VER;
disparûmes;VER;
disparût;VER;
dispatchais;VER;
dispatchait;VER;
dispatche;VER;
dispatcher;VER;
dispatching;NOM;m
dispendieuse;ADJ;f
dispendieusement;ADV;
dispendieux;ADJ;m
dispensa;VER;
dispensable;ADJ;
dispensaient;VER;
dispensaire;NOM;m
dispensaires;NOM;m
dispensais;VER;
dispensait;VER;
dispensant;VER;
dispensateur;ADJ;m
dispensateur;NOM;m
dispensateurs;ADJ;m
dispensateurs;NOM;m
dispensation;NOM;f
dispensatrice;NOM;f
dispensatrices;NOM;f
dispense;NOM;f
dispense;VER;
dispensent;VER;
dispenser;VER;
dispenserait;VER;
dispenseras;VER;
dispenses;NOM;f
dispenses;VER;
dispensez;VER;
dispensât;VER;
dispensèrent;VER;
dispensé;VER;m
dispensé;ADJ;m
dispensée;VER;f
dispensées;VER;f
dispensées;ADJ;f
dispensés;VER;m
dispensés;ADJ;m
dispersa;VER;
dispersaient;VER;
dispersait;VER;
dispersant;ADJ;m
dispersant;VER;
disperse;VER;
dispersement;NOM;m
dispersent;VER;
disperser;VER;
dispersera;VER;
disperserai;VER;
disperseraient;VER;
disperserait;VER;
disperserons;VER;
disperseront;VER;
disperses;VER;
dispersez;VER;
dispersif;ADJ;m
dispersion;NOM;f
dispersions;VER;
dispersions;NOM;f
dispersons;VER;
dispersât;VER;
dispersèrent;VER;
dispersé;VER;m
dispersé;ADJ;m
dispersée;VER;f
dispersée;ADJ;f
dispersées;VER;f
dispersées;ADJ;f
dispersés;VER;m
dispersés;ADJ;m
dispo;ADJ;
disponibilité;NOM;f
disponibilités;NOM;f
disponible;ADJ;
disponibles;ADJ;
dispos;ADJ;m
disposa;VER;
disposai;VER;
disposaient;VER;
disposais;VER;
disposait;VER;
disposant;NOM;m
disposant;VER;
disposas;VER;
dispose;ADJ;f
dispose;VER;
disposent;VER;
disposer;VER;
disposera;VER;
disposerai;VER;
disposeraient;VER;
disposerais;VER;
disposerait;VER;
disposeras;VER;
disposerez;VER;
disposerons;VER;
disposeront;VER;
disposes;VER;
disposez;VER;
disposiez;VER;
disposions;VER;
dispositif;NOM;m
dispositifs;NOM;m
disposition;NOM;f
dispositions;NOM;f
disposons;VER;
disposâmes;VER;
disposât;VER;
disposèrent;VER;
disposé;VER;m
disposé;ADJ;m
disposée;VER;f
disposée;ADJ;f
disposées;VER;f
disposées;ADJ;f
disposés;VER;m
disposés;ADJ;m
disproportion;NOM;f
disproportionnelle;ADJ;f
disproportionné;VER;m
disproportionné;ADJ;m
disproportionnée;VER;f
disproportionnée;ADJ;f
disproportionnées;VER;f
disproportionnées;ADJ;f
disproportionnés;ADJ;m
disproportions;NOM;f
disputa;VER;
disputaient;VER;
disputais;VER;
disputait;VER;
disputant;VER;
dispute;NOM;f
dispute;VER;
disputent;VER;
disputer;VER;
disputera;VER;
disputerai;VER;
disputeraient;VER;
disputerait;VER;
disputerez;VER;
disputerons;VER;
disputeront;VER;
disputes;NOM;f
disputes;VER;
disputeur;NOM;m
disputez;VER;
disputiez;VER;
disputions;VER;
disputons;VER;
disputâmes;VER;
disputât;VER;
disputèrent;VER;
disputé;VER;m
disputé;ADJ;m
disputée;VER;f
disputée;ADJ;f
disputées;VER;f
disputées;ADJ;f
disputés;VER;m
disputés;ADJ;m
disquaire;NOM;
disquaires;NOM;
disqualifiait;VER;
disqualifiant;VER;
disqualification;NOM;f
disqualifications;NOM;f
disqualifie;VER;
disqualifient;VER;
disqualifier;VER;
disqualifié;VER;m
disqualifié;ADJ;m
disqualifiée;VER;f
disqualifiée;ADJ;f
disqualifiées;VER;f
disqualifiées;ADJ;f
disqualifiés;VER;m
disqualifiés;ADJ;m
disque;NOM;m
disque-jockey;NOM;m
disques;NOM;m
disquette;NOM;f
disquettes;NOM;f
disruptif;ADJ;m
disruption;NOM;f
dissection;NOM;f
dissections;NOM;f
dissemblable;ADJ;
dissemblables;ADJ;
dissemblance;NOM;f
dissension;NOM;f
dissensions;NOM;f
dissent;VER;
dissentiment;NOM;m
dissentiments;NOM;m
dissertait;VER;
dissertant;VER;
dissertation;NOM;f
dissertations;NOM;f
disserte;VER;
dissertent;VER;
disserter;VER;
disserterait;VER;
dissertes;VER;
disserté;VER;m
dissidence;NOM;f
dissidences;NOM;f
dissident;ADJ;m
dissident;NOM;m
dissidente;ADJ;f
dissidentes;ADJ;f
dissidentes;NOM;f
dissidents;ADJ;m
dissidents;NOM;m
dissimilaires;ADJ;
dissimiler;VER;
dissimula;VER;
dissimulables;ADJ;
dissimulai;VER;
dissimulaient;VER;
dissimulais;VER;
dissimulait;VER;
dissimulant;VER;
dissimulateur;ADJ;m
dissimulateurs;ADJ;m
dissimulation;NOM;f
dissimulations;NOM;f
dissimulatrice;ADJ;f
dissimulatrices;ADJ;f
dissimule;VER;
dissimulent;VER;
dissimuler;VER;
dissimulera;VER;
dissimuleraient;VER;
dissimulerais;VER;
dissimulerait;VER;
dissimulerons;VER;
dissimules;VER;
dissimulez;VER;
dissimuliez;VER;
dissimulions;VER;
dissimulons;VER;
dissimulât;VER;
dissimulèrent;VER;
dissimulé;VER;m
dissimulé;ADJ;m
dissimulée;VER;f
dissimulée;ADJ;f
dissimulées;VER;f
dissimulées;ADJ;f
dissimulés;VER;m
dissimulés;ADJ;m
dissipa;VER;
dissipaient;VER;
dissipait;VER;
dissipant;VER;
dissipateur;NOM;m
dissipateurs;NOM;m
dissipation;NOM;f
dissipations;NOM;f
dissipe;VER;
dissipent;VER;
dissiper;VER;
dissipera;VER;
dissiperais;VER;
dissiperait;VER;
dissiperont;VER;
dissipez;VER;
dissipèrent;VER;
dissipé;VER;m
dissipé;ADJ;m
dissipée;VER;f
dissipée;ADJ;f
dissipées;VER;f
dissipées;ADJ;f
dissipés;VER;m
dissipés;ADJ;m
dissocia;VER;
dissociaient;VER;
dissociait;VER;
dissociant;VER;
dissociatif;ADJ;m
dissociatifs;ADJ;m
dissociation;NOM;f
dissociations;NOM;f
dissociative;ADJ;f
dissocie;VER;
dissocient;VER;
dissocier;VER;
dissocierons;VER;
dissocié;VER;m
dissociée;VER;f
dissociées;VER;f
dissociés;VER;m
dissolu;ADJ;m
dissolue;ADJ;f
dissolues;ADJ;f
dissolus;ADJ;m
dissolution;NOM;f
dissolvaient;VER;
dissolvait;VER;
dissolvant;ADJ;m
dissolvant;NOM;m
dissolvant;VER;
dissolvante;ADJ;f
dissolvantes;ADJ;f
dissolvants;ADJ;m
dissolvants;NOM;m
dissolve;VER;
dissolvent;VER;
dissolves;VER;
dissonance;NOM;f
dissonances;NOM;f
dissonant;ADJ;m
dissonant;VER;
dissonants;ADJ;m
dissoudra;VER;
dissoudrai;VER;
dissoudrait;VER;
dissoudre;VER;
dissoudront;VER;
dissous;VER;m
dissous;ADJ;m
dissout;VER;
dissoute;ADJ;f
dissoutes;ADJ;f
dissuada;VER;
dissuadai;VER;
dissuadait;VER;
dissuadant;VER;
dissuade;VER;
dissuadent;VER;
dissuader;VER;
dissuadera;VER;
dissuaderas;VER;
dissuaderez;VER;
dissuaderont;VER;
dissuadez;VER;
dissuadiez;VER;
dissuadèrent;VER;
dissuadé;VER;m
dissuadée;VER;f
dissuadés;VER;m
dissuasif;ADJ;m
dissuasion;NOM;f
dissuasive;ADJ;f
dissymétrie;NOM;f
dissymétrique;ADJ;m
dissymétriques;ADJ;
dissèque;VER;
dissèquent;VER;
dissémina;VER;
disséminait;VER;
disséminant;VER;
dissémination;NOM;f
disséminent;VER;
disséminer;VER;
disséminèrent;VER;
disséminé;VER;m
disséminé;ADJ;m
disséminée;VER;f
disséminée;ADJ;f
disséminées;VER;f
disséminées;ADJ;f
disséminés;VER;m
disséminés;ADJ;m
disséquai;VER;
disséquait;VER;
disséquant;VER;
disséquer;VER;
disséqueraient;VER;
disséquerais;VER;
disséqueur;NOM;m
disséquez;VER;
disséquiez;VER;
disséquions;VER;
disséquons;VER;
disséqué;VER;m
disséquée;VER;f
disséqués;VER;m
distal;ADJ;m
distale;ADJ;f
distance;NOM;f
distance;VER;
distancent;VER;
distancer;VER;
distancerez;VER;
distances;NOM;f
distances;VER;
distanciation;NOM;f
distancier;VER;
distancié;VER;m
distancé;VER;m
distancée;VER;f
distancés;VER;m
distant;ADJ;m
distante;ADJ;f
distantes;ADJ;f
distants;ADJ;m
distança;VER;
distançait;VER;
distançant;VER;
distançons;VER;
distaux;ADJ;m
distend;VER;
distendaient;VER;
distendait;VER;
distendant;VER;
distende;VER;
distendent;VER;
distendit;VER;
distendrait;VER;
distendre;VER;
distendu;VER;m
distendu;ADJ;m
distendue;VER;f
distendue;ADJ;f
distendues;VER;f
distendues;ADJ;f
distendus;VER;m
distendus;ADJ;m
distension;NOM;f
distillaient;VER;
distillait;VER;
distillant;VER;
distillat;NOM;m
distillateur;NOM;m
distillateurs;NOM;m
distillation;NOM;f
distillations;NOM;f
distille;VER;
distillent;VER;
distiller;VER;
distillera;VER;
distillerie;NOM;f
distilleries;NOM;f
distilleront;VER;
distillez;VER;
distillé;VER;m
distillée;VER;f
distillées;VER;f
distillés;VER;m
distinct;ADJ;m
distincte;ADJ;f
distinctement;ADV;
distinctes;ADJ;f
distinctif;ADJ;m
distinctifs;ADJ;m
distinction;NOM;f
distinctions;NOM;f
distinctive;ADJ;f
distinctives;ADJ;f
distincts;ADJ;m
distingua;VER;
distinguai;VER;
distinguaient;VER;
distinguais;VER;
distinguait;VER;
distinguant;VER;
distingue;VER;
distinguent;VER;
distinguer;VER;
distinguera;VER;
distingueraient;VER;
distinguerait;VER;
distinguerez;VER;
distingues;VER;
distinguez;VER;
distinguions;VER;
distinguo;NOM;m
distinguons;VER;
distinguos;NOM;m
distinguât;VER;
distinguèrent;VER;
distingué;VER;m
distingué;ADJ;m
distinguée;VER;f
distinguée;ADJ;f
distinguées;VER;f
distinguées;ADJ;f
distingués;VER;m
distingués;ADJ;m
distord;VER;
distordant;VER;
distordre;VER;
distordu;VER;m
distordue;VER;f
distordues;VER;f
distorsion;NOM;f
distorsions;NOM;f
distraction;NOM;f
distractions;NOM;f
distractives;ADJ;f
distraie;VER;
distraient;VER;
distraies;VER;
distraira;VER;
distrairaient;VER;
distrairait;VER;
distraire;VER;
distrairont;VER;
distrais;VER;
distrait;VER;m
distrait;ADJ;m
distrait;NOM;m
distraite;VER;f
distraite;ADJ;f
distraitement;ADV;
distraites;VER;f
distraites;ADJ;f
distraits;VER;m
distraits;ADJ;m
distraits;NOM;m
distrayaient;VER;
distrayais;VER;
distrayait;VER;
distrayant;VER;
distrayant;ADJ;m
distrayante;ADJ;f
distrayantes;ADJ;f
distrayants;ADJ;m
distrayez;VER;
distrayons;VER;
distribua;VER;
distribuai;VER;
distribuaient;VER;
distribuais;VER;
distribuait;VER;
distribuant;VER;
distribue;VER;
distribuent;VER;
distribuer;VER;
distribuera;VER;
distribuerai;VER;
distribuerais;VER;
distribuerait;VER;
distribuerez;VER;
distribuerions;VER;
distribuerons;VER;
distribueront;VER;
distribues;VER;
distribuez;VER;
distribuiez;VER;
distribuions;VER;
distribuons;VER;
distributeur;NOM;m
distributeurs;NOM;m
distribution;NOM;f
distributions;NOM;f
distributive;ADJ;f
distributrice;ADJ;f
distributrice;NOM;f
distribuât;VER;
distribuèrent;VER;
distribué;VER;m
distribué;ADJ;m
distribuée;VER;f
distribuée;ADJ;f
distribuées;VER;f
distribuées;ADJ;f
distribués;VER;m
distribués;ADJ;m
district;NOM;m
districts;NOM;m
dit;VER;m
dit;ADJ;m
dit;NOM;m
dite;VER;f
dite;ADJ;f
dites;VER;f
dites;ADJ;f
dithyrambe;NOM;m
dithyrambes;NOM;m
dithyrambique;ADJ;m
dithyrambiques;ADJ;
dito;ADV;
dits;VER;m
dits;ADJ;m
dits;NOM;m
diurnal;ADJ;m
diurne;ADJ;
diurnes;ADJ;
diurèse;NOM;f
diurétique;ADJ;
diurétique;NOM;m
diurétiques;ADJ;
diurétiques;NOM;m
diva;NOM;f
divagant;ADJ;m
divagants;ADJ;m
divagation;NOM;f
divagations;NOM;f
divaguaient;VER;
divaguait;VER;
divaguant;VER;
divague;VER;
divaguent;VER;
divaguer;VER;
divagues;VER;
divaguez;VER;
divagué;VER;m
divan;NOM;m
divans;NOM;m
divas;NOM;f
dive;ADJ;f
diverge;VER;
divergeaient;VER;
divergeait;VER;
divergeant;VER;
divergence;NOM;f
divergences;NOM;f
divergent;VER;
divergent;ADJ;m
divergente;ADJ;f
divergentes;ADJ;f
divergents;ADJ;m
divergeons;VER;
diverger;VER;
divergez;VER;
divergions;VER;
divergé;VER;m
divers;ADJ;m
divers;ADJ:ind;m
diverse;ADJ;f
diversement;ADV;
diverses;ADJ;f
diverses;ADJ:ind;f
diversifiant;VER;
diversification;NOM;f
diversifie;VER;
diversifient;VER;
diversifier;VER;
diversifié;VER;m
diversifiée;VER;f
diversifiées;VER;f
diversifiés;VER;m
diversion;NOM;f
diversions;NOM;f
diversité;NOM;f
diversités;NOM;f
diverti;VER;m
diverticule;NOM;m
diverticulose;NOM;f
divertie;VER;f
divertimento;NOM;m
divertir;VER;
divertira;VER;
divertirait;VER;
divertirent;VER;
divertirons;VER;
divertiront;VER;
divertis;VER;m
divertissaient;VER;
divertissais;VER;
divertissait;VER;
divertissant;VER;
divertissant;ADJ;m
divertissante;ADJ;f
divertissantes;ADJ;f
divertissants;ADJ;m
divertissement;NOM;m
divertissements;NOM;m
divertissent;VER;
divertissez;VER;
divertissons;VER;
divertit;VER;
dividende;NOM;m
dividendes;NOM;m
divin;ADJ;m
divination;NOM;f
divinations;NOM;f
divinatoire;ADJ;f
divinatoires;ADJ;
divinatrice;ADJ;f
divinatrices;ADJ;f
divine;ADJ;f
divinement;ADV;
divines;ADJ;f
divinisaient;VER;
divinisant;ADJ;m
divinise;VER;
divinisez;VER;
divinisé;VER;m
divinisée;VER;f
divinité;NOM;f
divinités;NOM;f
divins;ADJ;m
divisa;VER;
divisaient;VER;
divisais;VER;
divisait;VER;
divisant;VER;
divise;ADJ;f
divise;VER;
divisent;VER;
diviser;VER;
divisera;VER;
diviserais;VER;
diviserait;VER;
divises;ADJ;f
divises;VER;
diviseur;NOM;m
diviseuse;NOM;f
divisez;VER;
divisible;ADJ;
divisibles;ADJ;m
division;NOM;f
divisionnaire;ADJ;
divisionnaire;NOM;
divisionnaires;ADJ;m
divisionnaires;NOM;
divisionnisme;NOM;m
divisions;VER;
divisions;NOM;f
divisons;VER;
divisèrent;VER;
divisé;VER;m
divisé;ADJ;m
divisée;VER;f
divisée;ADJ;f
divisées;VER;f
divisées;ADJ;f
divisés;VER;m
divisés;ADJ;m
divorce;NOM;m
divorce;VER;
divorcent;VER;
divorcer;VER;
divorcera;VER;
divorcerai;VER;
divorcerais;VER;
divorcerait;VER;
divorceras;VER;
divorcerez;VER;
divorceriez;VER;
divorcerons;VER;
divorceront;VER;
divorces;NOM;m
divorces;VER;
divorcez;VER;
divorciez;VER;
divorcions;VER;
divorcèrent;VER;
divorcé;VER;m
divorcé;ADJ;m
divorcé;NOM;m
divorcée;VER;f
divorcée;ADJ;f
divorcée;NOM;f
divorcées;VER;f
divorcées;ADJ;f
divorcées;NOM;f
divorcés;VER;m
divorcés;ADJ;m
divorcés;NOM;m
divorça;VER;
divorçaient;VER;
divorçait;VER;
divorçant;VER;
divorçons;VER;
divulgation;NOM;f
divulguait;VER;
divulguant;VER;
divulgue;VER;
divulguer;VER;
divulguera;VER;
divulguez;VER;
divulguons;VER;
divulgué;VER;m
divulguée;VER;f
divulguées;VER;f
divulgués;VER;m
dix;ADJ:num;
dix-cors;NOM;m
dix-huit;ADJ:num;
dix-huitième;ADJ;
dix-huitième;NOM;
dix-neuf;ADJ:num;
dix-neuvième;ADJ;
dix-neuvième;NOM;
dix-sept;ADJ:num;
dix-septième;ADJ;
dix-septième;NOM;
dixie;NOM;m
dixieland;NOM;m
dixit;ADJ;m
dixième;ADJ;
dixième;NOM;
dixièmement;ADV;
dixièmes;ADJ;
dixièmes;NOM;
dizain;NOM;m
dizaine;NOM;f
dizaines;NOM;f
dièdre;NOM;m
dièdres;NOM;m
dièse;NOM;m
dièse;VER;
dièses;NOM;m
dièses;VER;
diète;NOM;f
diérèses;NOM;f
diéthylénique;ADJ;m
diététicien;NOM;m
diététicienne;NOM;f
diététiciens;NOM;m
diététique;ADJ;
diététique;NOM;f
diététiques;ADJ;
diététiste;NOM;
djebel;NOM;m
djebels;NOM;m
djellaba;NOM;f
djellabas;NOM;f
djemââ;NOM;f
djihad;NOM;m
djihads;NOM;m
djinn;NOM;m
djinns;NOM;m
dm;ADJ:num;
dna;NOM;m
do;NOM;m
doberman;NOM;m
dobermans;NOM;m
doc;NOM;m
doche;NOM;f
docile;ADJ;
docilement;ADV;
dociles;ADJ;
docilité;NOM;f
dock;NOM;m
docker;NOM;m
dockers;NOM;m
docks;NOM;m
docte;ADJ;
docte;NOM;m
doctement;ADV;
doctes;ADJ;m
doctes;NOM;m
docteur;NOM;m
docteurs;NOM;m
doctissime;ADJ;m
doctoral;ADJ;m
doctorale;ADJ;f
doctorat;NOM;m
doctorats;NOM;m
doctoresse;NOM;f
doctrina;VER;
doctrinaire;ADJ;
doctrinaire;NOM;
doctrinaires;NOM;
doctrinal;ADJ;m
doctrinale;ADJ;f
doctrinales;ADJ;f
doctrine;NOM;f
doctrines;NOM;f
docudrame;NOM;m
document;NOM;m
documenta;VER;
documentaire;ADJ;
documentaire;NOM;m
documentaires;ADJ;
documentaires;NOM;m
documentais;VER;
documentait;VER;
documentaliste;NOM;
documentalistes;NOM;
documentant;VER;
documentariste;NOM;
documentaristes;NOM;
documentation;NOM;f
documentations;NOM;f
documente;VER;
documentent;VER;
documenter;VER;
documenterai;VER;
documentes;VER;
documents;NOM;m
documenté;VER;m
documenté;ADJ;m
documentée;VER;f
documentée;ADJ;f
documentés;VER;m
documentés;ADJ;m
dodelinaient;VER;
dodelinais;VER;
dodelinait;VER;
dodelinant;ADJ;m
dodelinant;VER;
dodelinante;ADJ;f
dodelinantes;ADJ;f
dodeline;VER;
dodelinent;VER;
dodeliner;VER;
dodelinèrent;VER;
dodeliné;VER;m
dodine;VER;
dodo;NOM;m
dodos;NOM;m
dodu;ADJ;m
dodue;ADJ;f
dodues;ADJ;f
dodus;ADJ;m
dodécagone;NOM;m
dodécaphoniste;NOM;
dodécaèdre;NOM;m
dog-cart;NOM;m
dogaresse;NOM;f
dogaresses;NOM;f
doge;NOM;m
doges;NOM;m
dogger;NOM;m
dogmatique;ADJ;
dogmatiques;ADJ;
dogmatisme;NOM;m
dogme;NOM;m
dogmes;NOM;m
dogue;NOM;m
dogues;NOM;m
doguin;NOM;m
doigt;NOM;m
doigta;VER;
doigtait;VER;
doigter;VER;
doigtier;NOM;m
doigts;NOM;m
doigté;VER;m
doigté;NOM;m
dois;VER;
doit;VER;
doit;NOM;m
doive;VER;
doivent;VER;
doives;VER;
dojo;NOM;m
dol;NOM;m
dolby;NOM;m
dolce;ADV;
dolent;ADJ;m
dolente;ADJ;f
dolentes;ADJ;f
dolents;ADJ;m
dolichocéphale;ADJ;m
dolichocéphales;ADJ;
dolichocéphalie;NOM;f
doline;NOM;f
dolique;NOM;m
dollar;NOM;m
dollars;NOM;m
dolman;NOM;m
dolmans;NOM;m
dolmen;NOM;m
dolmens;NOM;m
dolomies;NOM;f
dolomite;NOM;f
dolorisme;NOM;m
doloriste;NOM;
doléance;NOM;f
doléances;NOM;f
dom;NOM;m
domaine;NOM;m
domaines;NOM;m
domanial;ADJ;m
domaniale;ADJ;f
domaniaux;ADJ;m
domestication;NOM;f
domesticité;NOM;f
domestiqua;VER;
domestiquait;VER;
domestique;ADJ;
domestique;NOM;
domestique;VER;
domestiquement;ADV;
domestiquer;VER;
domestiques;ADJ;
domestiques;NOM;
domestiquez;VER;
domestiqué;VER;m
domestiquée;VER;f
domestiquées;VER;f
domestiqués;VER;m
domicile;NOM;m
domiciles;NOM;m
domiciliaires;ADJ;f
domiciliation;NOM;f
domicilier;VER;
domicilié;VER;m
domicilié;ADJ;m
domiciliée;VER;f
domiciliée;ADJ;f
domiciliés;VER;m
domiciliés;ADJ;m
domina;VER;
dominaient;VER;
dominais;VER;
dominait;VER;
dominance;NOM;f
dominant;ADJ;m
dominant;NOM;m
dominant;VER;
dominante;ADJ;f
dominante;NOM;f
dominantes;ADJ;f
dominantes;NOM;f
dominants;ADJ;m
dominants;NOM;m
dominateur;ADJ;m
dominateur;NOM;m
dominateurs;ADJ;m
dominateurs;NOM;m
domination;NOM;f
dominations;NOM;f
dominatrice;ADJ;f
dominatrice;NOM;f
dominatrices;ADJ;f
dominatrices;NOM;f
domine;VER;
dominent;VER;
dominer;VER;
dominera;VER;
dominerai;VER;
domineraient;VER;
dominerais;VER;
dominerait;VER;
domineras;VER;
domineriez;VER;
dominerions;VER;
dominerons;VER;
domineront;VER;
domines;VER;
dominez;VER;
dominicain;ADJ;m
dominicain;NOM;m
dominicaine;ADJ;f
dominicaine;NOM;f
dominicaines;NOM;f
dominicains;ADJ;m
dominicains;NOM;m
dominical;ADJ;m
dominicale;ADJ;f
dominicales;ADJ;f
dominicaux;ADJ;m
dominiez;VER;
dominion;NOM;m
dominions;VER;
dominions;NOM;m
domino;NOM;m
dominons;VER;
dominos;NOM;m
dominât;VER;
dominèrent;VER;
dominé;VER;m
dominée;VER;f
dominées;VER;f
dominés;VER;m
dommage;NOM;m
dommage;ONO;
dommageable;ADJ;f
dommageables;ADJ;f
dommages;NOM;m
dommages-intérêts;NOM;m
domotique;NOM;f
dompta;VER;
domptage;NOM;m
domptai;VER;
domptait;VER;
dompte;VER;
domptent;VER;
dompter;VER;
dompterai;VER;
dompterait;VER;
dompteur;NOM;m
dompteurs;NOM;m
dompteuse;NOM;f
dompteuses;NOM;f
domptez;VER;
dompté;VER;m
dompté;ADJ;m
domptée;VER;f
domptée;ADJ;f
domptées;ADJ;f
domptés;VER;m
domptés;ADJ;m
don;NOM;m
dona;NOM;f
donateur;NOM;m
donateurs;NOM;m
donation;NOM;f
donations;NOM;f
donatrice;NOM;f
donc;CON;
dondaine;NOM;f
dondaines;NOM;f
dondon;NOM;f
dondons;NOM;f
dong;ONO;
donjon;NOM;m
donjons;NOM;m
donjuanesque;ADJ;
donjuanisme;NOM;m
donna;VER;
donnai;VER;
donnaient;VER;
donnais;VER;
donnait;VER;
donnant;ADJ;m
donnant;VER;
donnant-donnant;ADV;
donnas;VER;
donnassent;VER;
donne;NOM;
donne;VER;
donnent;VER;
donner;NOM;m
donner;VER;
donnera;VER;
donnerai;VER;
donneraient;VER;
donnerais;VER;
donnerait;VER;
donneras;VER;
donnerez;VER;
donneriez;VER;
donnerions;VER;
donnerons;VER;
donneront;VER;
donnes;NOM;f
donnes;VER;
donneur;ADJ;m
donneur;NOM;m
donneurs;ADJ;m
donneurs;NOM;m
donneuse;ADJ;f
donneuse;NOM;f
donneuses;NOM;f
donnez;VER;
donniez;VER;
donnions;VER;
donnons;VER;
donnâmes;VER;
donnât;VER;
donnèrent;VER;
donné;VER;m
donné;ADJ;m
donné;NOM;m
donnée;VER;f
donnée;ADJ;f
donnée;NOM;f
données;VER;f
données;ADJ;f
données;NOM;f
donnés;VER;m
donnés;ADJ;m
donnés;NOM;m
donquichottesque;ADJ;f
donquichottesques;ADJ;f
donquichottisme;NOM;m
dons;NOM;m
dont;PRO:int;
dont;PRO:rel;
donzelle;NOM;f
donzelles;NOM;f
dopage;NOM;m
dopais;VER;
dopait;VER;
dopamine;NOM;f
dopant;ADJ;m
dopant;VER;
dopants;ADJ;m
dope;NOM;
dope;VER;
doper;VER;
dopes;NOM;
dopes;VER;
dopez;VER;
doping;NOM;m
doppler;NOM;m
dopé;VER;m
dopée;VER;f
dopés;VER;m
dora;VER;
dorade;NOM;f
dorades;NOM;f
dorage;NOM;m
doraient;VER;
dorais;VER;
dorait;VER;
dorant;VER;
dorcades;NOM;f
dore;VER;
dorent;VER;
dorer;VER;
dorera;VER;
doreront;VER;
doreurs;NOM;m
doriennes;ADJ;f
doriens;ADJ;m
dorique;ADJ;
doriques;ADJ;
dorlotait;VER;
dorlotant;VER;
dorlote;VER;
dorlotent;VER;
dorloter;VER;
dorloterai;VER;
dorloterons;VER;
dorlotez;VER;
dorloté;VER;m
dorlotée;VER;f
dorlotées;VER;f
dorlotés;VER;m
dormaient;VER;
dormais;VER;
dormait;VER;
dormance;NOM;f
dormant;ADJ;m
dormant;NOM;m
dormant;VER;
dormante;ADJ;f
dormantes;ADJ;f
dormants;ADJ;m
dormants;NOM;m
dorme;VER;
dorment;VER;
dormes;VER;
dormeur;ADJ;m
dormeur;NOM;m
dormeurs;ADJ;m
dormeurs;NOM;m
dormeuse;ADJ;f
dormeuse;NOM;f
dormeuses;NOM;f
dormez;VER;
dormi;VER;m
dormiez;VER;
dormions;VER;
dormir;VER;
dormira;VER;
dormirai;VER;
dormiraient;VER;
dormirais;VER;
dormirait;VER;
dormiras;VER;
dormirent;VER;
dormirez;VER;
dormiriez;VER;
dormirions;VER;
dormirons;VER;
dormiront;VER;
dormis;VER;
dormit;VER;
dormitif;ADJ;m
dormition;NOM;f
dormons;VER;
dormîmes;VER;
dormît;VER;
dors;VER;
dorsal;ADJ;m
dorsale;ADJ;f
dorsale;NOM;f
dorsales;ADJ;f
dorsaux;ADJ;m
dort;VER;
dortoir;NOM;m
dortoirs;NOM;m
dorure;NOM;f
dorures;NOM;f
doryphore;NOM;m
doryphores;NOM;m
doré;VER;m
doré;ADJ;m
dorée;VER;f
dorée;ADJ;f
dorée;NOM;f
dorées;VER;f
dorées;ADJ;f
dorées;NOM;f
dorénavant;ADV;
dorés;VER;m
dorés;ADJ;m
dos;NOM;m
dos-d'âne;NOM;m
dosage;NOM;m
dosages;NOM;m
dosaient;VER;
dosais;VER;
dosait;VER;
dosant;VER;
dose;NOM;f
dose;VER;
dosent;VER;
doser;VER;
doses;NOM;f
doses;VER;
doseur;NOM;m
doseurs;NOM;m
dosimètre;NOM;m
dossard;NOM;m
dossards;NOM;m
dosseret;NOM;m
dossier;NOM;m
dossiers;NOM;m
dossière;NOM;f
dossières;NOM;f
dostoïevskiens;ADJ;m
dosé;VER;m
dosée;VER;f
